Course ID,Subject,Catalog,Long Title,Class Units,Component Code,Component Descr,Pre Requisite Description,Career,Equivalent Courses
12960,GEOG,371,Landscape Ecology,3.0,LEC,Lecture,Prerequisite: GEOG272: GEOG274 or GEOL210.,UGRD,
12961,GEOG,372,Plant Reproductive Ecology,3.0,LAB,Laboratory,Prerequisite: GEOG272 and GEOG274 or permission of the department,UGRD,
12961,GEOG,372,Plant Reproductive Ecology,3.0,LEC,Lecture,Prerequisite: GEOG272 and GEOG274 or permission of the department,UGRD,
12963,GEOG,374,Plant Ecology,3.0,LAB,Laboratory,Prerequisite: GEOG272; GEOG274 or GEOL210.,UGRD,
12963,GEOG,374,Plant Ecology,3.0,LEC,Lecture,Prerequisite: GEOG272; GEOG274 or GEOL210.,UGRD,
12964,GEOG,375,Hydrology,3.0,LAB,Laboratory,Prerequisite: GEOG272 and GEOG274; or permission of the Department.,UGRD,
12964,GEOG,375,Hydrology,3.0,LEC,Lecture,Prerequisite: GEOG272 and GEOG274; or permission of the Department.,UGRD,
12966,GEOG,377,Landform Evolution,3.0,LAB,Laboratory,Prerequisite: GEOG272; GEOG274 or GEOL210; or permission of the Department.,UGRD,
12966,GEOG,377,Landform Evolution,3.0,LEC,Lecture,Prerequisite: GEOG272; GEOG274 or GEOL210; or permission of the Department.,UGRD,
12966,GEOG,377,Landform Evolution,3.0,TUT,Tutorial,Prerequisite: GEOG272; GEOG274 or GEOL210; or permission of the Department.,UGRD,
12967,GEOG,378,The Climate System,3.0,LAB,Laboratory,Prerequisite: GEOG272; GEOG274 or GEOL210; or permission of the Department.,UGRD,
12967,GEOG,378,The Climate System,3.0,LEC,Lecture,Prerequisite: GEOG272; GEOG274 or GEOL210; or permission of the Department.,UGRD,
12971,GEOG,398C,SPECIAL TOPICS IN GEOGRAPHY CRITICAL GEOGRAPHIES,3.0,LEC,Lecture,"Prerequisite: GEOG272, GEOG274",UGRD,
12991,GEOG,400,Political Ecology,3.0,SEM,Seminar,Prerequisite: GEOG300,UGRD,GEOG 305 = GEOG 400
12991,GEOG,400,Political Ecology,3.0,SEM,Seminar,Prerequisite: GEOG300,UGRD,
12997,GEOG,407,Indigenous Peoples & the Environment,3.0,SEM,Seminar,Prerequisite: GEOG315 or permission of the Department.,UGRD,
13002,GEOG,418,Geographies of Postcolonialism,3.0,SEM,Seminar,Prerequisite: GEOG300 or permission of the Department.,UGRD,
13009,GEOG,430,The Social and Cultural Geographies of Montreal,3.0,LEC,Lecture,Prerequisite: GEOG361 or URBS360 or 362.,UGRD,
13010,GEOG,431,Urban Planning in the Developing World,3.0,SEM,Seminar,Prerequisite: GEOG330 OR URBS380 or permission of the Department.,UGRD,
13015,GEOG,440,Geography and Public Policy,3.0,LEC,Lecture,Prerequisite: 33 credits in Geography or permission of the Department.,UGRD,
13025,GEOG,458,Environmental Impact Assessment,3.0,SEM,Seminar,Prerequisite: GEOG355 or permission of the Department.,UGRD,
13030,GEOG,463,Advanced Geographic Information Systems,3.0,LAB,Laboratory,Prerequisite: GEOG363 or URBS335; or permission of the Department.,UGRD,
13030,GEOG,463,Advanced Geographic Information Systems,3.0,LEC,Lecture,Prerequisite: GEOG363 or URBS335; or permission of the Department.,UGRD,
13031,GEOG,465,Remote Sensing,3.0,LAB,Laboratory,Prerequisite: GEOG363 or URBS335; or permission of the Department.,UGRD,
13031,GEOG,465,Remote Sensing,3.0,LEC,Lecture,Prerequisite: GEOG363 or URBS335; or permission of the Department.,UGRD,
13032,GEOG,466,Geomedia and the Geoweb,3.0,LAB,Laboratory,Prerequisite: GEOG363 or URBS335; or permission of the department,UGRD,
13032,GEOG,466,Geomedia and the Geoweb,3.0,SEM,Seminar,Prerequisite: GEOG363 or URBS335; or permission of the department,UGRD,
13032,GEOG,466,Geomedia and the Geoweb,3.0,TUT,Tutorial,Prerequisite: GEOG363 or URBS335; or permission of the department,UGRD,
13033,GEOG,470,Environmental Management,3.0,SEM,Seminar,Prerequisite: GEOG377 or GEOG375; or permission of the Department.,UGRD,
13036,GEOG,473,ENVIRONMENT AND HEALTH,3.0,LEC,Lecture,"Prerequisite: 48 credits completed in the Human Environment, Environmental Geography, or Environmental Science program.",UGRD,
13036,GEOG,473,ENVIRONMENT AND HEALTH,3.0,SEM,Seminar,"Prerequisite: 48 credits completed in the Human Environment, Environmental Geography, or Environmental Science program.",UGRD,
13038,GEOG,474,Sustainable Forest Management,3.0,SEM,Seminar,Prerequisite: GEOG374 or permission of the Department.,UGRD,
13039,GEOG,475,Water Resource Management,3.0,SEM,Seminar,Prerequisite: GEOG355; GEOG375 or GEOG377; or permission of the Department.,UGRD,
13040,GEOG,476,Indigenous and Environmental History of Americas since 1492,3.0,SEM,Seminar,"Prerequisite: 48 credits in a Human Environment, Environmental Geography, or Environmental and Sustainability Science program or Permission of the Department.",UGRD,
13042,GEOG,478,"Climate Change: Science, Impacts and Policy",3.0,SEM,Seminar,Prerequisite: GEOG378 or equivalent; or permission of the Department.,UGRD,
13045,GEOG,490,INTERNSHIP IN GEOGRAPHY,3.0,REA,Reading,,UGRD,
13046,GEOG,491,(also listed as URBS 491) Honours Essay and Research Seminar,6.0,SEM,Seminar,; Never Taken/Not Registered: URBS491,UGRD,GEOG 491 = URBS 491
13046,GEOG,491,(also listed as URBS 491) Honours Essay and Research Seminar,6.0,SEM,Seminar,; Never Taken/Not Registered: URBS491,UGRD,
13082,GEOG,610,IMPACT ASSESSMENT,3.0,SEM,Seminar,,GRAD,
13083,GEOG,620,ADVANCED TOPICS IN GEOGRAPHY,3.0,LAB,Laboratory,,GRAD,
13083,GEOG,620,ADVANCED TOPICS IN GEOGRAPHY,3.0,LEC,Lecture,,GRAD,
13092,GEOG,625,DIRECTED STUDIES,3.0,REA,Reading,,GRAD,
34741,GEOG,450,Economic Restructuring,3.0,SEM,Seminar,Prerequisite: GEOG318 or URBS380 or permission of the Department.,UGRD,
40910,GEOG,452,TOPICS-ECONOMIC GEOGRAPHY,3.0,LEC,Lecture,,UGRD,
40911,GEOG,467,Environmental Modelling,3.0,LAB,Laboratory,Prerequisite: GEOG362 or BIOL322; enrolment in the BSc Honours Environmental Science or BA Honours Human Environment: or permission of the Department.,UGRD,
40911,GEOG,467,Environmental Modelling,3.0,LEC,Lecture,Prerequisite: GEOG362 or BIOL322; enrolment in the BSc Honours Environmental Science or BA Honours Human Environment: or permission of the Department.,UGRD,
40914,GEOG,607,INDIGENOUS RESOURCE MANAG'T,3.0,SEM,Seminar,,GRAD,
40931,GEOG,670,ENVIRONMENTAL MANAGEMENT,3.0,SEM,Seminar,,GRAD,
40932,GEOG,674,FOREST MANAGEMENT,3.0,SEM,Seminar,,GRAD,
46744,GEOG,298,SELECTED TOPICS IN GEOG,3.0,LEC,Lecture,,UGRD,
46745,GEOG,299,SPECIAL TOPICS IN GEOGRAPHY,6.0,LEC,Lecture,,UGRD,
46746,GEOG,398,Special Topics in Geography,3.0,LEC,Lecture,,UGRD,
46747,GEOG,399,SELECTED TOPICS IN GEOGRAPHY,6.0,LEC,Lecture,,UGRD,
46748,GEOG,410,TOPICS-CULTURAL GEOGRAPHY,3.0,LEC,Lecture,,UGRD,
46750,GEOG,464,Programming for Geospatial Technologies,3.0,LAB,Laboratory,"Prerequisite: GEOG264, GEOG363, or permission of the Department.",UGRD,
46750,GEOG,464,Programming for Geospatial Technologies,3.0,LEC,Lecture,"Prerequisite: GEOG264, GEOG363, or permission of the Department.",UGRD,
46751,GEOG,498,Advanced Topics in Geography,3.0,LEC,Lecture,,UGRD,
46752,GEOG,499,ADVANCED TOPICS IN GEOGRAPHY,6.0,LEC,Lecture,,UGRD,
46753,GEOG,621,SPEC TOPICS:GEOG+PUB.POLICY,3.0,LEC,Lecture,,GRAD,
47893,GEOG,323,URBAN AGRICULTURE,3.0,LEC,Lecture,Prerequisite: GEOG220 or URBS230 or permission of the Department.,UGRD,
49256,GEOG,310,Refugees and Migration in Today's World,3.0,LEC,Lecture,Prerequisite: GEOG220; or completion of 30 credits for students enrolled in a Social Science program; or permission of the Department.,UGRD,
49257,GEOG,380,Ecological Economics,3.0,LEC,Lecture,Prerequisite: GEOG210 or GEOG290; or ECON201 and ECON203.,UGRD,
49294,GEOG,264,Programming for Environmental Sciences,3.0,LAB,Laboratory,,UGRD,
49294,GEOG,264,Programming for Environmental Sciences,3.0,LEC,Lecture,,UGRD,
49661,GEOG,485,FEMINIST GEOGRAPHIES,3.0,SEM,Seminar,Prerequisite: GEOG315 or permission of the Department.,UGRD,
50074,GEOG,479,"Primate Behaviour, Ecology and Conservation",3.0,SEM,Seminar,"Prerequisite: GEOG371, 374, 375, 377, 378; or permission of the Department.",UGRD,
50544,GEOG,487,Capstone Seminar in Environmental Science,3.0,SEM,Seminar,Prerequisite: Completion of the core courses of the BSc Environmental and Sustainability Science.,UGRD,GEOG 487 = BIOL 487 = CHEM 487
50672,GEOG,480,Economics for Sustainability,3.0,SEM,Seminar,Prerequisite: GEOG355 or GEOG380; or permission of the Department.,UGRD,
50804,GEOG,301,The Sustainable University Campus,3.0,LEC,Lecture,,UGRD,
13271,GEOL,204,NATURAL DISASTERS,3.0,LEC,Lecture,,UGRD,
13273,GEOL,206,"Earthquakes, Volcanoes, and Plate Tectonics",3.0,LEC,Lecture,,UGRD,
13276,GEOL,208,"The Earth, Moon and the Planets",3.0,LEC,Lecture,,UGRD,
13277,GEOL,210,Introduction to the Earth,3.0,LAB,Laboratory,,UGRD,
13277,GEOL,210,Introduction to the Earth,3.0,LEC,Lecture,,UGRD,
13359,GEOL,440,Seminar in Current Research on Environmental Earth Science,3.0,SEM,Seminar,Prerequisite: GEOL331 or GEOG377; or 60 credits in an Engineering program; or permission of the Department.,UGRD,
46754,GEOL,298,SELECTED TOPICS IN GEOLOGY,3.0,LEC,Lecture,,UGRD,
46755,GEOL,398,SELECTED TOPICS IN GEOLOGY,3.0,LEC,Lecture,,UGRD,
46756,GEOL,399,SELECTED TOPICS IN GEOLOGY,6.0,LEC,Lecture,,UGRD,
46757,GEOL,498,ADV. TOPICS IN GEOLOGY,3.0,LAB,Laboratory,,UGRD,
46757,GEOL,498,ADV. TOPICS IN GEOLOGY,3.0,LEC,Lecture,,UGRD,
12890,GEOZ,210,Geography of Global Change,3.0,LEC,Lecture,,UGRD,
12892,GEOZ,220,"The Human Environment: Place, Space, and Identity",3.0,LEC,Lecture,,UGRD,
13461,GERM,200,Introductory German: Intensive Course,6.0,LEC,Lecture,"Must not have taken, nor be registered for the following courses: GERM240, 241, 242, 301, 302, 305, 306, 307, 308, 310, 311, 362",UGRD,
13463,GERM,201,Introductory German I,3.0,LEC,Lecture,"Must never have taken, nor be registered for the following courses: GERM240, 202, 240, 241, 242, 301, 302, 305, 306, 307, 308, 310, 311, 362",UGRD,
13464,GERM,202,Introductory German II,3.0,LEC,Lecture,Prerequisite: GERM201 or equivalent.,UGRD,
13471,GERM,230,Introduction to German Culture,3.0,LEC,Lecture,,UGRD,
13472,GERM,231,GERMAN LIT IN TRANSLATION,3.0,LEC,Lecture,,UGRD,
13473,GERM,240,Intermediate German: Intensive Course,6.0,LEC,Lecture,Prerequisite: GERM200 or 202.,UGRD,
13474,GERM,241,Intermediate German I,3.0,LEC,Lecture,Prerequisite: GERM200 or 202.,UGRD,
13475,GERM,242,Intermediate German II,3.0,LEC,Lecture,Prerequisite: GERM241 or equivalent.,UGRD,GERM 242 = GERM 250
13482,GERM,270,Conversational German I,3.0,LEC,Lecture,,UGRD,GERM305 = GERM 270
13482,GERM,270,Conversational German I,3.0,LEC,Lecture,,UGRD,
13494,GERM,301,Advanced Grammar and Composition I,3.0,LEC,Lecture,Prerequisite: GERM240 or GERM242 or permission of the Department.,UGRD,
13495,GERM,302,Advanced Grammar and Composition II,3.0,LEC,Lecture,Prerequisite: GERM301.,UGRD,
13499,GERM,305,CONVERSATIONAL GERMAN,3.0,LEC,Lecture,Prerequisite: GERM240 or 242 or equivalent.,UGRD,GERM305 = GERM 270
13499,GERM,305,CONVERSATIONAL GERMAN,3.0,LEC,Lecture,Prerequisite: GERM240 or 242 or equivalent.,UGRD,
13500,GERM,306,Introduction to Translation,3.0,LEC,Lecture,Prerequisite: GERM240 or GERM242,UGRD,
13505,GERM,308,German for Business,3.0,LEC,Lecture,Prerequisite: GERM240 or GERM242 or equivalent,UGRD,
13509,GERM,310,Introduction to Modern German Literature I,3.0,LEC,Lecture,Prerequisite: GERM301,UGRD,
13511,GERM,311,Introduction to Modern German Literature II,3.0,LEC,Lecture,Prerequisite: GERM301,UGRD,
13513,GERM,361,Topics in the Culture of German-Speaking Nations,3.0,LEC,Lecture,Prerequisite: GERM240 or GERM242,UGRD,
13515,GERM,362,Modern Germany,3.0,LEC,Lecture,Prerequisite: GERM240 or GERM242,UGRD,
13533,GERM,410,"Cyborgs, Robots and Automata in German Literature, Film and Video Games",3.0,LEC,Lecture,,UGRD,
13539,GERM,420,"Of German Witches, Ghosts, Daemons and Vampires",3.0,LEC,Lecture,,UGRD,
13552,GERM,440,"Dandies, Flaneurs and Tricksters:  Crossover Figures in Modernism and Pop Modernism",3.0,LEC,Lecture,,UGRD,
13553,GERM,450,GERMAN WOMEN WRITERS ACROSS THE AGES,3.0,LEC,Lecture,,UGRD,
13558,GERM,480,Tutorial I,3.0,LEC,Lecture,,UGRD,
13563,GERM,481,TUTORIAL II,3.0,LEC,Lecture,,UGRD,
13564,GERM,482,TUTORIAL 3,3.0,LEC,Lecture,,UGRD,
13567,GERM,498,ADVANCED TOPICS IN GERMAN,3.0,LEC,Lecture,,UGRD,
46758,GERM,298,Selected Topics in German,3.0,LEC,Lecture,,UGRD,
46759,GERM,299,SELECTED TOPICS IN GERMAN,6.0,LEC,Lecture,,UGRD,
46760,GERM,398,Selected Topics in German,3.0,LEC,Lecture,,UGRD,
46761,GERM,399,SELECTED TOPICS IN GERMAN,6.0,LEC,Lecture,,UGRD,
46762,GERM,499,ADVANCED TOPICS IN GERMAN,6.0,LEC,Lecture,,UGRD,
47398,GERM,481C,Tutorial II - Autobio Exile,3.0,TUT,Tutorial,,UGRD,
47400,GERM,482B,Tutorial III - Memory & Identity GDR,3.0,TUT,Tutorial,,UGRD,
13685,GIIM,610,ECONOMICS,3.0,LEC,Lecture,,GRAD,
13686,GIIM,611,FINANCIAL STATMNT ANALYSIS I,3.0,LEC,Lecture,,GRAD,
13687,GIIM,613,ASSET PRICING/PRTFLIO MGMT I,1.5,LEC,Lecture,,GRAD,
13688,GIIM,614,SEC VAL N/DOMEST INT L ENVRN,3.0,LEC,Lecture,,GRAD,
13689,GIIM,615,CFA EXAM PREP COURSE LEVEL I,1.5,LEC,Lecture,,GRAD,
13690,GIIM,616,QUANTITATIVE TECHNIQUES,3.0,LEC,Lecture,,GRAD,
13691,GIIM,617,CORPORATE FINANCE,1.5,LEC,Lecture,,GRAD,
13692,GIIM,618,SEMINAR IN CORPORATE FINANCE,3.0,LEC,Lecture,,GRAD,
13693,GIIM,619,MARKETING MANAGEMENT,3.0,LEC,Lecture,,GRAD,
13694,GIIM,620,FINANCIAL STMNT ANALYSIS II,3.0,LEC,Lecture,,GRAD,
13695,GIIM,621,FIXED INCOME ANALYSIS,1.5,LEC,Lecture,,GRAD,
13696,GIIM,622,DERIVATIVES,3.0,LEC,Lecture,,GRAD,
13697,GIIM,623,ASSET PRCNG/PORTFOL MGMNT II,1.5,LEC,Lecture,,GRAD,
13698,GIIM,624,ANALYSIS/EQUITY INVESTMENTS,3.0,LEC,Lecture,,GRAD,
13700,GIIM,626,ORGANIZATIONAL BEHAVIOUR,3.0,LEC,Lecture,,GRAD,
13701,GIIM,631,ASSET ALLOCAT N/PERF MSRMNT,3.0,LEC,Lecture,,GRAD,
13702,GIIM,633,INVESTMENT LAW AND ETHICS,3.0,LEC,Lecture,,GRAD,
13705,GIIM,636,ALTERNATIVE INVESTMENTS,1.5,LEC,Lecture,,GRAD,
13706,GIIM,637,STRATEGIC MANAGEMENT,3.0,LEC,Lecture,,GRAD,
13707,GIIM,651,MGMNT INFORMATION SYSTEMS,3.0,LEC,Lecture,,GRAD,
13708,GIIM,653,SEM/INVSTMNT ANALYSIS/MGMNT,3.0,LEC,Lecture,,GRAD,
13709,GIIM,654,INT L INVSTMNT/ANALYSIS MGMN,3.0,LEC,Lecture,,GRAD,
46763,GIIM,695,SPEC TOPICS/INVESTMENT MGMNT,3.0,LEC,Lecture,,GRAD,
47472,GIIM,655,SOCIALLY RESPONSIBLE AND SUSTAINABLE INVESTMENT,3.0,LEC,Lecture,,GRAD,
50047,GIIM,696,SOFT SKILLS FOR TOMORROW`S FINANCIAL PROFESSIONAL,6.0,LEC,Lecture,,GRAD,
50048,GIIM,697,APPLIED INVESTMENT MANAGEMENT,6.0,LEC,Lecture,,GRAD,
50819,GIIM,635,FINANCIAL MODELING,1.5,LEC,Lecture,,GRAD,
50910,GIIM,635,FINANCIAL MODELLING,1.5,LEC,Lecture,,GRAD,
37003,GPCB,595,Prototyping and Usability Testing,1.5,WKS,Workshop,,PDEV,
37004,GPCB,596,Pitching,1.5,WKS,Workshop,,PDEV,
37006,GPCB,598,Practicing Agility: Lean Start-Up and SCRUM Basics,2.0,WKS,Workshop,,PDEV,
37007,GPCB,599,How to Build a Startup: the Lean Launchpad Course,6.0,WKS,Workshop,,PDEV,
37008,GPCB,600,New To Québec: Learn How to Build Your Career in Québec,2.0,WKS,Workshop,,PDEV,
37009,GPCB,6001,Networking for Student Success,1.25,WKS,Workshop,,PDEV,
37010,GPCB,6003,Interview 101: Art of Communication,3.0,WKS,Workshop,,PDEV,
37012,GPCB,602,Optimizing LinkedIn,2.0,WKS,Workshop,,PDEV,
37015,GPCB,605,Post Graduation Work Permit Q&A Session for Graduate Students,1.5,WKS,Workshop,,PDEV,
37016,GPCB,606,Résumé Writing for Graduate Students,1.5,WKS,Workshop,,PDEV,
37019,GPCB,609,Interview 101: The Art of Communicating Your Skills to an Employer,2.5,WKS,Workshop,,PDEV,
37020,GPCB,610,Looking ahead: making the most of your graduate student experience for career readiness,2.0,WKS,Workshop,,PDEV,
37028,GPCB,619,Job Search Strategies,1.25,WKS,Workshop,,PDEV,
37030,GPCB,621,Developing a Graduate CV for Academic Positions,1.5,WKS,Workshop,,PDEV,
37031,GPCB,622,Essential Soft Skills for Career Success,1.5,WKS,Workshop,,PDEV,
37036,GPCB,627,Preparing Your Application to Teach in CEGEP,1.5,WKS,Workshop,,PDEV,
37037,GPCB,628,Find an Internship and Make the Most of it,1.0,WKS,Workshop,,PDEV,
37039,GPCB,630,Interviewing Skills,2.0,WKS,Workshop,,PDEV,
37040,GPCB,631,Negotiating Your Job Offers,2.0,WKS,Workshop,,PDEV,
37041,GPCB,632,Resume and Cover Letter Writing,2.0,WKS,Workshop,,PDEV,
37042,GPCB,634,Job Search Skills,2.0,WKS,Workshop,,PDEV,
37043,GPCB,635,Networking Strategies,1.5,WKS,Workshop,,PDEV,
37047,GPCB,639,Skills for  Success,2.0,WKS,Workshop,,PDEV,
37170,GPCB,811,"Launch your Career, Volunteer!",2.0,WKS,Workshop,,PDEV,
37259,GPCB,410,"Funding, Internships and Networking Strategies",2.0,WKS,Workshop,,PDEV,
45031,GPCB,633,Interview Essentials,2.0,WKS,Workshop,,PDEV,
45053,GPCB,438,Academic Networking on Twitter,2.0,WKS,Workshop,,PDEV,
47616,GPCB,613,How to succeed in a non-academic career with your PhD/Master,1.5,WKS,Workshop,,PDEV,
47797,GPCB,594,Intro to Start-Up Customer Discovery,1.5,WKS,Workshop,,PDEV,
47907,GPCB,698,Careers in Community Organizations: Panel discussion with Concordia alumni,1.5,WKS,Workshop,,PDEV,
48193,GPCB,593,Intro to Design Thinking,2.0,WKS,Workshop,,PDEV,
48352,GPCB,687,Networking & The Power of Making a Positive Impression,2.0,WKS,Workshop,,PDEV,
48484,GPCB,592,Governments: How they interact together and how to interact with them,2.0,WKS,Workshop,,PDEV,
49243,GPCB,597,Quebec Scientific Entrepreneurship Program: From Academic Research to Industry,6.0,WKS,Workshop,,PDEV,
49324,GPCB,663,Entrepreneurship 101,1.5,WKS,Workshop,,PDEV,
49457,GPCB,684,LinkedIn 101,1.5,WKS,Workshop,,PDEV,
49886,GPCB,683,Boost your Career Readiness in this time of change for graduate students,1.0,WKS,Workshop,,PDEV,
50031,GPCB,699,Networking through Informational Interviews,1.5,WKS,Workshop,,PDEV,
48044,GPDI,513,Get Started Coding with Python,6.0,WKS,Workshop,,PDEV,
48624,GPDI,515,Data Science & Communication with R,6.0,WKS,Workshop,,PDEV,
48637,GPDI,516,Introduction to Microsoft OneNote,2.5,WKS,Workshop,,PDEV,
49456,GPDI,542,Introduction to LaTeX: a document preparation system,2.0,WKS,Workshop,,PDEV,
49459,GPDI,529,Build your own gadgets with Arduino,2.0,WKS,Workshop,,PDEV,
49616,GPDI,547,Advanced Functions in R,4.0,WKS,Workshop,,PDEV,
49617,GPDI,548,Meta-Analysis from A to Z,6.0,WKS,Workshop,,PDEV,
50021,GPDI,552,Build Your ePortfolio with Beginner Wordpress,12.0,WKS,Workshop,,PDEV,
50225,GPDI,270,VR Bootcamp,3.0,WKS,Workshop,,PDEV,
47572,GPLD,131,GradProSkills Ambassador Program - Record of Participation,15.0,IND,Independent Study,,PDEV,
47974,GPLD,141,Navigating Emotional Intelligence,2.0,WKS,Workshop,,PDEV,
47975,GPLD,143,Negotiating with Confidence,2.0,WKS,Workshop,,PDEV,
48148,GPLD,144,Solving Problems and Seeing the Big Picture,2.0,WKS,Workshop,,PDEV,
48367,GPLD,155,HR Essentials: Strategies for effective training and development,2.0,WKS,Workshop,,PDEV,
49463,GPLD,653,Project Management Fundamentals For Immediate Application,4.0,WKS,Workshop,,PDEV,
49801,GPLD,157,Working Virtually: Tools & Strategies,2.0,WKS,Workshop,,PDEV,
50148,GPLD,147,Embracing Your Potential: Graduate Leadership Development Program,24.0,WKS,Workshop,,PDEV,
37120,GPLL,7,Strategies for Grad School Success: Designing your MAP to Success,2.0,WKS,Workshop,,PDEV,
37123,GPLL,15,Writing an Engineering Academic Paper,2.0,WKS,Workshop,,PDEV,
37127,GPLL,24,Effective Reading Strategies,2.0,WKS,Workshop,,PDEV,
37135,GPLL,32,Avoiding Plagiarism at the Graduate Level,2.0,WKS,Workshop,,PDEV,
37136,GPLL,33,Cheating and other academic offences: everything you should know!,1.0,WKS,Workshop,,PDEV,
37139,GPLL,50,Being Productive in Grad School,2.0,WKS,Workshop,,PDEV,
37140,GPLL,51,Perfecting the Academic Paragraph,2.0,WKS,Workshop,,PDEV,
37194,GPLL,229,Exploring Research in the Visual Arts,1.5,WKS,Workshop,,PDEV,
37196,GPLL,231,Library Skills & Resources: Maximize Your Graduate Research Potential,2.0,WKS,Workshop,,PDEV,
37198,GPLL,233,Business Research Essentials,1.5,WKS,Workshop,,PDEV,
37203,GPLL,238,Engineering & Computer Science Graduate Research Essentials,1.5,WKS,Workshop,,PDEV,
37206,GPLL,241,Copyright and your thesis,2.0,WKS,Workshop,,PDEV,
37289,GPLL,466,Funding Opportunities for Graduate Students in a Research Program,1.5,WKS,Workshop,,PDEV,
46438,GPLL,35,Getting published: The peer review journal process,2.0,WKS,Workshop,,PDEV,
47611,GPLL,70,Fund Writing Peer Review - Health Sciences,2.0,WKS,Workshop,,PDEV,
47690,GPLL,37,Writing a Literature Review,2.0,WKS,Workshop,,PDEV,
47736,GPLL,249,Thesis Boost Writing Retreat,35.0,WKS,Workshop,,PDEV,
48143,GPLL,17,Succeeding in the Canadian Graduate Classroom,1.5,WKS,Workshop,,PDEV,
48173,GPLL,18,Building an Effective Graduate Student - Supervisor Relationship,2.0,WKS,Workshop,,PDEV,
48181,GPLL,463,"NSERC Funding Info Session for Masters (Thesis), PhD students and Postdocs",2.0,WKS,Workshop,,PDEV,
48182,GPLL,464,NSERC Funding Info Session for Postdoctoral Fellows,2.0,WKS,Workshop,,PDEV,
48543,GPLL,478,Scholarships for International Doctoral Students,1.5,WKS,Workshop,,PDEV,
48601,GPLL,73,Fund Writing Peer Review - SSHRC Research Creation,2.0,WKS,Workshop,Pre-req for GPLL71/72/73,PDEV,
48610,GPLL,247,Introduction to Research Data Management in the Social Sciences,2.0,WKS,Workshop,,PDEV,
48612,GPLL,243,Using Zotero for Grads,1.5,WKS,Workshop,,PDEV,
48850,GPLL,254,Systematic Review Searching,1.5,WKS,Workshop,,PDEV,
49210,GPLL,240,Mapping Montreal open data with ArcGIS Online,1.5,WKS,Workshop,,PDEV,
49455,GPLL,38,Data Analysis Starter: Critically thinking and statistics,4.0,WKS,Workshop,,PDEV,
49458,GPLL,245,Researching Indigenous topics at the library and beyond,1.5,WKS,Workshop,,PDEV,
49460,GPLL,246,Using and sharing open access content: Creative Commons licences,1.5,WKS,Workshop,,PDEV,
49462,GPLL,12,From Scholarly Research to Crafting an Op-Ed,2.0,WKS,Workshop,,PDEV,
49478,GPLL,42,Planning Your Thesis Submission,2.0,WKS,Workshop,,PDEV,
49734,GPLL,256,Data mining with an eye on algorithmic bias,1.5,WKS,Workshop,,PDEV,
49890,GPLL,430,"Funding-related research proposals: natural sciences, engineering & health (NSERC/FRQNT & CIHR/FRQS)",1.5,WKS,Workshop,,PDEV,
49891,GPLL,431,"Natural sciences, engineering, and health: Developing your Master’s or Doctoral funding application",1.5,WKS,Workshop,,PDEV,
49892,GPLL,432,Funding-related research proposals in the social sciences and humanities (SSHRC/FRQSC),1.5,WKS,Workshop,,PDEV,
49893,GPLL,433,Social sciences & humanities (SSHRC/FRQSC): Developing your Master’s/Doctoral funding application,1.5,WKS,Workshop,,PDEV,
49896,GPLL,434,"Developing a competitive Doctoral scholarship application: NSERC, CIHR, FRQNT, FRQS",1.5,WKS,Workshop,,PDEV,
49897,GPLL,435,"Improving your research proposal for scholarship applications to NSERC, CIHR, FRQNT, FRQS",1.5,WKS,Workshop,,PDEV,
49898,GPLL,436,"Developing a competitive Doctoral scholarship application: SSHRC, FRQSC",1.5,WKS,Workshop,,PDEV,
49899,GPLL,437,Improving your research proposal for scholarships applications to SSHRC & FRQSC,1.5,WKS,Workshop,,PDEV,
49900,GPLL,438,Crafting a competitive Canada Graduate Scholarship Master’s application (Tri-agency),1.5,WKS,Workshop,,PDEV,
49901,GPLL,439,Improving your research proposal to the Canada Graduate Scholarship - Master’s award (Tri-agency),1.5,WKS,Workshop,,PDEV,
49902,GPLL,440,Developing a competitive scholarship application: Strategies and tips for all disciplines,2.0,WKS,Workshop,,PDEV,
49905,GPLL,257,Accessing Open Data,1.5,WKS,Workshop,,PDEV,
49906,GPLL,258,Open Educational Resources: Making Course Materials Affordable and Accessible,1.0,WKS,Workshop,,PDEV,
49926,GPLL,259,Proposal to publication: What authors should know about scholarly book publishing,1.0,WKS,Workshop,,PDEV,
49927,GPLL,8,Strategies for Grad School Success: Maintaining a Healthy Balance,1.5,WKS,Workshop,,PDEV,
49928,GPLL,9,Strategies for Grad School Success: Developing your Academic and Career Potential,1.5,WKS,Workshop,,PDEV,
50023,GPLL,260,How to Publish Your Scholarship: What Scholarly Book Publishers Look for in New Authors,1.0,WKS,Workshop,,PDEV,
50024,GPLL,261,Publishing your Electrical Engineering Research with IEEE,1.0,WKS,Workshop,,PDEV,
50025,GPLL,263,Peer Review Roundtable,1.0,WKS,Workshop,,PDEV,
50026,GPLL,262,How to Prepare your Data for Publication,1.0,WKS,Workshop,,PDEV,
50049,GPLL,34,Adapting to Online Learning,2.0,WKS,Workshop,,PDEV,
50063,GPLL,265,"Make it open: Simple steps to make your work accessible, equitable, and discoverable",2.0,WKS,Workshop,,PDEV,
50211,GPLL,442,"Developing a competitive Master’s scholarship application: NSERC, CIHR, FRQNT, FRQS",1.5,WKS,Workshop,,PDEV,
